Block_ID,Trial_ID,Condition,Assigned_Delay_ms,Actual_Delay_ms,Timing_Error_ms,Button_Pressed,Response,Reaction_Time_ms,Response_Classification,EMG_Onset_Detected,Flip_Executed,Accuracy,flip_time_ms,button_time_ms,onset_time_ms,scoring_reason
3,17,delay_250,250.0,263.87953758239746,13.87953758239746,T,right,1.025576799999726,Button_Before_Flip,T,F,True,263.87953758239746,131.94012641906738,,correct_response_before_flip_or_control_trial
3,18,control,n/a,No_Flip,n/a,T,right,0.7872186000004149,Button_Before_Flip,F,F,True,,135.939359664917,,correct_response_before_flip_or_control_trial
3,19,control,n/a,No_Flip,n/a,T,right,1.0399695000005522,Button_Before_Flip,F,F,True,,133.93902778625488,,correct_response_before_flip_or_control_trial
3,20,delay_50,50.0,134.94062423706055,84.94062423706055,T,right,1.2855141000000003,Button_Before_Flip,T,T,True,134.94062423706055,131.93941116333008,,correct_response_before_flip_or_control_trial
3,21,delay_150,150.0,262.8800868988037,112.88008689880373,T,left,0.918826699999954,Button_Before_Flip,T,F,True,262.8800868988037,131.93988800048828,,correct_response_before_flip_or_control_trial
3,22,control,n/a,No_Flip,n/a,T,right,0.9048532999995588,Button_Before_Flip,F,F,True,,260.8826160430908,,correct_response_before_flip_or_control_trial
3,23,control,n/a,No_Flip,n/a,T,left,1.0385349999996834,Button_Before_Flip,F,F,True,,131.93941116333008,,correct_response_before_flip_or_control_trial
3,24,delay_100,100.0,136.94024085998535,36.94024085998535,T,left,1.0340017999997144,Button_Before_Flip,T,T,True,136.94024085998535,132.93933868408203,,correct_response_before_flip_or_control_trial
3,25,control,n/a,No_Flip,n/a,T,left,1.1713849999996455,Button_Before_Flip,F,F,True,,264.8777961730957,,correct_response_before_flip_or_control_trial
3,26,delay_250,250.0,263.8814449310303,13.881444931030272,T,left,1.1750825999997687,Button_Before_Flip,T,T,True,263.8814449310303,259.8805427551269,,correct_response_before_flip_or_control_trial
3,27,delay_150,150.0,263.8792991638184,113.87929916381836,T,left,1.4231959999997343,Button_Before_Flip,T,F,True,263.8792991638184,131.93941116333008,,correct_response_before_flip_or_control_trial
3,28,delay_200,200.0,266.8788433074951,66.87884330749512,T,right,0.9135959999994157,Button_Before_Flip,T,F,True,266.8788433074951,133.9395046234131,,correct_response_before_flip_or_control_trial
3,29,delay_50,50.0,No_Flip,n/a,F,,,No_Response,F,F,,,,,no_response
3,30,control,n/a,No_Flip,n/a,T,right,1.0354668999998466,Button_Before_Flip,F,F,True,,1035.5267524719238,,correct_response_before_flip_or_control_trial
3,31,control,n/a,No_Flip,n/a,T,left,0.9144837000003464,Button_Before_Flip,F,F,True,,914.5791530609132,,correct_response_before_flip_or_control_trial
3,32,delay_150,150.0,268.8767910003662,118.8767910003662,F,,,No_Response,T,T,,268.8767910003662,,,no_response
3,33,delay_0,0.0,6.997585296630859,6.997585296630859,T,right,0.9216928999994708,Button_After_Flip,T,T,False,6.997585296630859,140.93637466430664,,incorrect_response_after_flip_to_zero_coherence
3,34,delay_200,200.0,266.8778896331787,66.87788963317871,T,right,1.1721661000001404,Button_Before_Flip,T,F,True,266.8778896331787,133.93902778625488,,correct_response_before_flip_or_control_trial
3,35,delay_100,100.0,134.99927520751953,34.99927520751953,T,left,1.0473359000006894,Button_After_Flip,T,T,False,134.99927520751953,266.9353485107422,,incorrect_response_after_flip_to_zero_coherence
